0 	 0.61 	 45.23242
1 	 1.07 	 44.84613
2 	 1.53 	 44.51241
3 	 2.00 	 44.20980
4 	 2.51 	 43.92483
5 	 2.96 	 43.63285
6 	 3.59 	 43.38194
7 	 4.46 	 43.14155
8 	 5.63 	 42.92268
9 	 6.31 	 42.64655
10 	 7.06 	 42.43664
11 	 7.85 	 42.25293
12 	 8.61 	 42.05475
13 	 9.43 	 41.89954
14 	 10.19 	 41.73365
15 	 10.86 	 41.58356
16 	 11.55 	 41.44141
17 	 12.25 	 41.29108
18 	 12.84 	 41.15297
19 	 13.30 	 41.01748
20 	 13.77 	 40.88679
21 	 14.24 	 40.75983
22 	 14.71 	 40.63996
23 	 15.18 	 40.55780
24 	 15.66 	 40.40936
25 	 16.14 	 40.30588
26 	 16.62 	 40.19366
27 	 17.08 	 40.09071
28 	 17.57 	 39.98565
29 	 18.03 	 39.88689
30 	 18.51 	 39.78851
31 	 18.95 	 39.68867
32 	 19.41 	 39.59583
33 	 19.99 	 39.50393
34 	 20.71 	 39.41237
35 	 21.42 	 39.32202
36 	 22.10 	 39.23456
37 	 22.78 	 39.14878
38 	 23.47 	 39.06438
39 	 24.20 	 38.98116
40 	 24.67 	 38.89882
41 	 25.12 	 38.81788
42 	 25.59 	 38.73975
43 	 26.05 	 38.66277
44 	 26.52 	 38.58587
45 	 27.00 	 38.51044
46 	 27.44 	 38.43633
47 	 27.91 	 38.36426
48 	 28.36 	 38.29899
49 	 28.82 	 38.22252
50 	 29.27 	 38.15306
51 	 29.74 	 38.08488
52 	 30.19 	 38.01661
53 	 30.64 	 37.94977
54 	 31.11 	 37.88531
55 	 31.57 	 37.81958
56 	 32.04 	 37.75522
57 	 32.49 	 37.69149
58 	 32.96 	 37.62861
59 	 33.42 	 37.56714
60 	 33.88 	 37.50470
61 	 34.38 	 37.44424
62 	 35.07 	 37.38375
63 	 35.76 	 37.32437
64 	 36.46 	 37.26446
65 	 37.13 	 37.20636
66 	 37.80 	 37.14747
67 	 38.47 	 37.09000
68 	 39.11 	 37.03806
69 	 39.60 	 36.97662
70 	 40.06 	 36.91962
71 	 40.54 	 36.86385
72 	 41.01 	 36.80804
73 	 41.48 	 36.75355
74 	 41.93 	 36.69804
75 	 42.40 	 36.64370
76 	 42.86 	 36.59001
77 	 43.32 	 36.53650
78 	 43.79 	 36.48306
79 	 44.26 	 36.43018
80 	 44.72 	 36.37761
81 	 45.18 	 36.32575
82 	 45.65 	 36.27370
83 	 46.12 	 36.22187
84 	 46.59 	 36.17364
85 	 47.05 	 36.12010
86 	 47.50 	 36.06946
87 	 47.96 	 36.01882
88 	 48.43 	 35.96835
89 	 48.91 	 35.91862
90 	 49.59 	 35.86908
91 	 50.27 	 35.81973
92 	 50.99 	 35.77058
93 	 51.67 	 35.72213
94 	 52.35 	 35.67353
95 	 53.04 	 35.62497
96 	 53.62 	 35.57738
97 	 54.09 	 35.52897
98 	 54.56 	 35.48142
99 	 55.03 	 35.43409
100 	 55.49 	 35.38697
101 	 55.96 	 35.33992
102 	 56.41 	 35.29343
103 	 56.86 	 35.24903
104 	 57.30 	 35.20090
105 	 57.77 	 35.15516
106 	 58.23 	 35.10879
107 	 58.67 	 35.06292
108 	 59.12 	 35.01804
109 	 59.58 	 34.97234
110 	 60.05 	 34.92750
111 	 60.50 	 34.88193
112 	 60.97 	 34.83755
113 	 61.42 	 34.79304
114 	 61.90 	 34.74829
115 	 62.37 	 34.70394
116 	 62.85 	 34.66052
117 	 63.31 	 34.61643
118 	 63.99 	 34.57236
119 	 64.67 	 34.52876
120 	 65.41 	 34.48511
121 	 66.09 	 34.44242
122 	 66.78 	 34.39901
123 	 67.47 	 34.35666
124 	 68.12 	 34.31548
125 	 68.57 	 34.27240
126 	 69.01 	 34.22868
127 	 69.47 	 34.18671
128 	 69.93 	 34.14349
129 	 70.39 	 34.10166
130 	 70.87 	 34.05937
131 	 71.35 	 34.01803
132 	 71.81 	 33.97757
